symbol,day,source_messages,field,storage_unit,priority_field_used,monotonic,zero_adjacent,adjacent_pairs,min_positive_delta_ns,positive_delta_gcd_ns,timezone,source_day_matches
KGHM,2017-06-09,104186,time,ns_since_epoch,False,True,2849,104185,1000,1000,Europe/Warsaw,True
KGHM,2017-06-12,85929,time,ns_since_epoch,False,True,3080,85928,1000,1000,Europe/Warsaw,True
KGHM,2017-06-13,69372,time,ns_since_epoch,False,True,2489,69371,1000,1000,Europe/Warsaw,True
KGHM,2017-06-14,48702,time,ns_since_epoch,False,True,1889,48701,1000,1000,Europe/Warsaw,True
KGHM,2017-06-16,70307,time,ns_since_epoch,False,True,2108,70306,1000,1000,Europe/Warsaw,True
KGHM,2017-06-19,53783,time,ns_since_epoch,False,True,1776,53782,1000,1000,Europe/Warsaw,True
KGHM,2017-06-20,73815,time,ns_since_epoch,False,True,2289,73814,1000,1000,Europe/Warsaw,True
KGHM,2017-06-21,89893,time,ns_since_epoch,False,True,2922,89892,1000,1000,Europe/Warsaw,True
KGHM,2017-06-22,77230,time,ns_since_epoch,False,True,2743,77229,1000,1000,Europe/Warsaw,True
KGHM,2017-06-23,81766,time,ns_since_epoch,False,True,3555,81765,1000,1000,Europe/Warsaw,True
KGHM,2017-06-26,53087,time,ns_since_epoch,False,True,1808,53086,1000,1000,Europe/Warsaw,True
KGHM,2017-06-27,97520,time,ns_since_epoch,False,True,3143,97519,1000,1000,Europe/Warsaw,True
KGHM,2017-06-28,98368,time,ns_since_epoch,False,True,3259,98367,1000,1000,Europe/Warsaw,True
KGHM,2017-06-29,60078,time,ns_since_epoch,False,True,2392,60077,1000,1000,Europe/Warsaw,True
KGHM,2017-06-30,52291,time,ns_since_epoch,False,True,1750,52290,1000,1000,Europe/Warsaw,True
KGHM,2017-09-01,50307,time,ns_since_epoch,False,True,1830,50306,1000,1000,Europe/Warsaw,True
KGHM,2017-09-04,40624,time,ns_since_epoch,False,True,1285,40623,1000,1000,Europe/Warsaw,True
KGHM,2017-09-05,107650,time,ns_since_epoch,False,True,3438,107649,1000,1000,Europe/Warsaw,True
KGHM,2017-09-06,96960,time,ns_since_epoch,False,True,2880,96959,1000,1000,Europe/Warsaw,True
KGHM,2017-09-07,87423,time,ns_since_epoch,False,True,2771,87422,1000,1000,Europe/Warsaw,True
KGHM,2017-09-08,107058,time,ns_since_epoch,False,True,3460,107057,1000,1000,Europe/Warsaw,True
KGHM,2017-09-11,60617,time,ns_since_epoch,False,True,1646,60616,1000,1000,Europe/Warsaw,True
KGHM,2017-09-12,78113,time,ns_since_epoch,False,True,2270,78112,1000,1000,Europe/Warsaw,True
KGHM,2017-09-13,95502,time,ns_since_epoch,False,True,2882,95501,1000,1000,Europe/Warsaw,True
KGHM,2017-09-14,75844,time,ns_since_epoch,False,True,2326,75843,1000,1000,Europe/Warsaw,True
KGHM,2017-09-15,76900,time,ns_since_epoch,False,True,2748,76899,1000,1000,Europe/Warsaw,True
KGHM,2017-09-18,52374,time,ns_since_epoch,False,True,2038,52373,1000,1000,Europe/Warsaw,True
KGHM,2017-09-19,33690,time,ns_since_epoch,False,True,1135,33689,1000,1000,Europe/Warsaw,True
KGHM,2017-09-20,34573,time,ns_since_epoch,False,True,1281,34572,1000,1000,Europe/Warsaw,True
KGHM,2017-09-21,88700,time,ns_since_epoch,False,True,2906,88699,1000,1000,Europe/Warsaw,True
KGHM,2017-09-22,71737,time,ns_since_epoch,False,True,2892,71736,1000,1000,Europe/Warsaw,True
KGHM,2017-09-25,57516,time,ns_since_epoch,False,True,1933,57515,1000,1000,Europe/Warsaw,True
KGHM,2017-09-26,63726,time,ns_since_epoch,False,True,2150,63725,1000,1000,Europe/Warsaw,True
KGHM,2017-09-27,61893,time,ns_since_epoch,False,True,2277,61892,1000,1000,Europe/Warsaw,True
KGHM,2017-09-28,46534,time,ns_since_epoch,False,True,1944,46533,1000,1000,Europe/Warsaw,True
KGHM,2017-09-29,59536,time,ns_since_epoch,False,True,2385,59535,1000,1000,Europe/Warsaw,True
KGHM,2017-11-02,61688,time,ns_since_epoch,False,True,2286,61687,1000,1000,Europe/Warsaw,True
KGHM,2017-11-03,31553,time,ns_since_epoch,False,True,1225,31552,1000,1000,Europe/Warsaw,True
KGHM,2017-11-06,50776,time,ns_since_epoch,False,True,1674,50775,1000,1000,Europe/Warsaw,True
KGHM,2017-11-07,81265,time,ns_since_epoch,False,True,2429,81264,1000,1000,Europe/Warsaw,True
KGHM,2017-11-08,58010,time,ns_since_epoch,False,True,1871,58009,1000,1000,Europe/Warsaw,True
KGHM,2017-11-09,66592,time,ns_since_epoch,False,True,2023,66591,1000,1000,Europe/Warsaw,True
KGHM,2017-11-10,51327,time,ns_since_epoch,False,True,1551,51326,1000,1000,Europe/Warsaw,True
KGHM,2017-11-13,53766,time,ns_since_epoch,False,True,1693,53765,1000,1000,Europe/Warsaw,True
KGHM,2017-11-14,63540,time,ns_since_epoch,False,True,2185,63539,1000,1000,Europe/Warsaw,True
KGHM,2017-11-15,147219,time,ns_since_epoch,False,True,5134,147218,1000,1000,Europe/Warsaw,True
KGHM,2017-11-16,76102,time,ns_since_epoch,False,True,2317,76101,1000,1000,Europe/Warsaw,True
KGHM,2017-11-17,54595,time,ns_since_epoch,False,True,1995,54594,1000,1000,Europe/Warsaw,True
KGHM,2017-11-20,49819,time,ns_since_epoch,False,True,1692,49818,1000,1000,Europe/Warsaw,True
KGHM,2017-11-21,64312,time,ns_since_epoch,False,True,2318,64311,1000,1000,Europe/Warsaw,True
KGHM,2017-11-22,55934,time,ns_since_epoch,False,True,2166,55933,1000,1000,Europe/Warsaw,True
KGHM,2017-11-23,45246,time,ns_since_epoch,False,True,1734,45245,1000,1000,Europe/Warsaw,True
KGHM,2017-11-24,48251,time,ns_since_epoch,False,True,1796,48250,1000,1000,Europe/Warsaw,True
KGHM,2017-11-27,48850,time,ns_since_epoch,False,True,1666,48849,1000,1000,Europe/Warsaw,True
KGHM,2017-11-28,86723,time,ns_since_epoch,False,True,3030,86722,1000,1000,Europe/Warsaw,True
KGHM,2017-11-29,75542,time,ns_since_epoch,False,True,2513,75541,1000,1000,Europe/Warsaw,True
KGHM,2017-11-30,71370,time,ns_since_epoch,False,True,2820,71369,1000,1000,Europe/Warsaw,True
KGHM,2017-12-27,45386,time,ns_since_epoch,False,True,1802,45385,1000,1000,Europe/Warsaw,True
KGHM,2017-12-28,53900,time,ns_since_epoch,False,True,1886,53899,1000,1000,Europe/Warsaw,True
KGHM,2017-12-29,43913,time,ns_since_epoch,False,True,1329,43912,1000,1000,Europe/Warsaw,True
PEKAO,2017-04-03,41662,time,ns_since_epoch,False,True,1809,41661,1000,1000,Europe/Warsaw,True
PEKAO,2017-04-04,37268,time,ns_since_epoch,False,True,1413,37267,1000,1000,Europe/Warsaw,True
PEKAO,2017-04-05,27893,time,ns_since_epoch,False,True,967,27892,1000,1000,Europe/Warsaw,True
PEKAO,2017-04-06,23605,time,ns_since_epoch,False,True,1052,23604,1000,1000,Europe/Warsaw,True
PEKAO,2017-04-07,42342,time,ns_since_epoch,False,True,1912,42341,1000,1000,Europe/Warsaw,True
PEKAO,2017-04-10,39026,time,ns_since_epoch,False,True,1326,39025,1000,1000,Europe/Warsaw,True
PEKAO,2017-04-11,44142,time,ns_since_epoch,False,True,2206,44141,1000,1000,Europe/Warsaw,True
PEKAO,2017-04-12,64826,time,ns_since_epoch,False,True,2371,64825,1000,1000,Europe/Warsaw,True
PEKAO,2017-04-13,33940,time,ns_since_epoch,False,True,1108,33939,1000,1000,Europe/Warsaw,True
PEKAO,2017-04-18,43210,time,ns_since_epoch,False,True,1566,43209,1000,1000,Europe/Warsaw,True
PEKAO,2017-04-19,61809,time,ns_since_epoch,False,True,2549,61808,1000,1000,Europe/Warsaw,True
PEKAO,2017-04-20,47617,time,ns_since_epoch,False,True,1731,47616,1000,1000,Europe/Warsaw,True
PEKAO,2017-04-21,49692,time,ns_since_epoch,False,True,1831,49691,1000,1000,Europe/Warsaw,True
PEKAO,2017-04-24,31970,time,ns_since_epoch,False,True,1397,31969,1000,1000,Europe/Warsaw,True
PEKAO,2017-04-25,67917,time,ns_since_epoch,False,True,2631,67916,1000,1000,Europe/Warsaw,True
PEKAO,2017-04-26,81904,time,ns_since_epoch,False,True,3047,81903,1000,1000,Europe/Warsaw,True
PEKAO,2017-04-27,55448,time,ns_since_epoch,False,True,2204,55447,1000,1000,Europe/Warsaw,True
PEKAO,2017-04-28,49911,time,ns_since_epoch,False,True,1627,49910,1000,1000,Europe/Warsaw,True
PEKAO,2017-06-01,34362,time,ns_since_epoch,False,True,1131,34361,1000,1000,Europe/Warsaw,True
PEKAO,2017-06-02,34679,time,ns_since_epoch,False,True,1412,34678,1000,1000,Europe/Warsaw,True
PEKAO,2017-06-05,55735,time,ns_since_epoch,False,True,2186,55734,1000,1000,Europe/Warsaw,True
PEKAO,2017-06-06,66739,time,ns_since_epoch,False,True,2226,66738,1000,1000,Europe/Warsaw,True
PEKAO,2017-06-07,84672,time,ns_since_epoch,False,True,3504,84671,1000,1000,Europe/Warsaw,True
PEKAO,2017-06-08,36647,time,ns_since_epoch,False,True,1537,36646,1000,1000,Europe/Warsaw,True
PEKAO,2017-06-09,41931,time,ns_since_epoch,False,True,1536,41930,1000,1000,Europe/Warsaw,True
PEKAO,2017-06-12,57729,time,ns_since_epoch,False,True,2364,57728,1000,1000,Europe/Warsaw,True
PEKAO,2017-06-13,58699,time,ns_since_epoch,False,True,2232,58698,1000,1000,Europe/Warsaw,True
PEKAO,2017-06-14,90524,time,ns_since_epoch,False,True,3231,90523,1000,1000,Europe/Warsaw,True
PEKAO,2017-06-16,58937,time,ns_since_epoch,False,True,1950,58936,1000,1000,Europe/Warsaw,True
PEKAO,2017-06-19,51421,time,ns_since_epoch,False,True,1999,51420,1000,1000,Europe/Warsaw,True
PEKAO,2017-06-20,39533,time,ns_since_epoch,False,True,1549,39532,1000,1000,Europe/Warsaw,True
PEKAO,2017-06-21,36668,time,ns_since_epoch,False,True,1624,36667,1000,1000,Europe/Warsaw,True
PEKAO,2017-06-22,54525,time,ns_since_epoch,False,True,2661,54524,1000,1000,Europe/Warsaw,True
PEKAO,2017-06-23,25308,time,ns_since_epoch,False,True,1257,25307,1000,1000,Europe/Warsaw,True
PEKAO,2017-06-26,57568,time,ns_since_epoch,False,True,2634,57567,1000,1000,Europe/Warsaw,True
PEKAO,2017-06-27,32323,time,ns_since_epoch,False,True,1315,32322,1000,1000,Europe/Warsaw,True
PEKAO,2017-06-28,29882,time,ns_since_epoch,False,True,1080,29881,1000,1000,Europe/Warsaw,True
PEKAO,2017-06-29,37843,time,ns_since_epoch,False,True,1604,37842,1000,1000,Europe/Warsaw,True
PEKAO,2017-06-30,18046,time,ns_since_epoch,False,True,713,18045,1000,1000,Europe/Warsaw,True
PEKAO,2017-09-01,17238,time,ns_since_epoch,False,True,655,17237,1000,1000,Europe/Warsaw,True
PEKAO,2017-09-04,21484,time,ns_since_epoch,False,True,791,21483,1000,1000,Europe/Warsaw,True
PEKAO,2017-09-05,23357,time,ns_since_epoch,False,True,924,23356,1000,1000,Europe/Warsaw,True
PEKAO,2017-09-06,28503,time,ns_since_epoch,False,True,965,28502,1000,1000,Europe/Warsaw,True
PEKAO,2017-09-07,45610,time,ns_since_epoch,False,True,2010,45609,1000,1000,Europe/Warsaw,True
PEKAO,2017-09-08,50001,time,ns_since_epoch,False,True,2058,50000,1000,1000,Europe/Warsaw,True
PEKAO,2017-09-11,31064,time,ns_since_epoch,False,True,1015,31063,1000,1000,Europe/Warsaw,True
PEKAO,2017-09-12,46704,time,ns_since_epoch,False,True,1880,46703,1000,1000,Europe/Warsaw,True
PEKAO,2017-09-13,34732,time,ns_since_epoch,False,True,1556,34731,1000,1000,Europe/Warsaw,True
PEKAO,2017-09-14,30383,time,ns_since_epoch,False,True,1199,30382,1000,1000,Europe/Warsaw,True
PEKAO,2017-09-15,36774,time,ns_since_epoch,False,True,1446,36773,1000,1000,Europe/Warsaw,True
PEKAO,2017-09-18,27669,time,ns_since_epoch,False,True,1514,27668,1000,1000,Europe/Warsaw,True
PEKAO,2017-09-19,18951,time,ns_since_epoch,False,True,832,18950,1000,1000,Europe/Warsaw,True
PEKAO,2017-09-20,32868,time,ns_since_epoch,False,True,1508,32867,1000,1000,Europe/Warsaw,True
PEKAO,2017-09-21,19878,time,ns_since_epoch,False,True,789,19877,1000,1000,Europe/Warsaw,True
PEKAO,2017-09-22,21149,time,ns_since_epoch,False,True,1140,21148,1000,1000,Europe/Warsaw,True
PEKAO,2017-09-25,19567,time,ns_since_epoch,False,True,758,19566,1000,1000,Europe/Warsaw,True
PEKAO,2017-09-26,21731,time,ns_since_epoch,False,True,879,21730,1000,1000,Europe/Warsaw,True
PEKAO,2017-09-27,20868,time,ns_since_epoch,False,True,770,20867,1000,1000,Europe/Warsaw,True
PEKAO,2017-09-28,40452,time,ns_since_epoch,False,True,1769,40451,1000,1000,Europe/Warsaw,True
PEKAO,2017-09-29,38498,time,ns_since_epoch,False,True,1890,38497,1000,1000,Europe/Warsaw,True
PEKAO,2017-11-02,25513,time,ns_since_epoch,False,True,841,25512,1000,1000,Europe/Warsaw,True
PEKAO,2017-11-03,26206,time,ns_since_epoch,False,True,872,26205,1000,1000,Europe/Warsaw,True
PEKAO,2017-11-06,34426,time,ns_since_epoch,False,True,1486,34425,1000,1000,Europe/Warsaw,True
PEKAO,2017-11-07,54254,time,ns_since_epoch,False,True,2237,54253,1000,1000,Europe/Warsaw,True
PEKAO,2017-11-08,45011,time,ns_since_epoch,False,True,1827,45010,1000,1000,Europe/Warsaw,True
PEKAO,2017-11-09,39318,time,ns_since_epoch,False,True,1721,39317,1000,1000,Europe/Warsaw,True
PEKAO,2017-11-10,34834,time,ns_since_epoch,False,True,1581,34833,1000,1000,Europe/Warsaw,True
PEKAO,2017-11-13,28535,time,ns_since_epoch,False,True,1256,28534,1000,1000,Europe/Warsaw,True
PEKAO,2017-11-14,29057,time,ns_since_epoch,False,True,1162,29056,1000,1000,Europe/Warsaw,True
PEKAO,2017-11-15,32314,time,ns_since_epoch,False,True,1402,32313,1000,1000,Europe/Warsaw,True
PEKAO,2017-11-16,36526,time,ns_since_epoch,False,True,1351,36525,1000,1000,Europe/Warsaw,True
PEKAO,2017-11-17,25120,time,ns_since_epoch,False,True,1154,25119,1000,1000,Europe/Warsaw,True
PEKAO,2017-11-20,23313,time,ns_since_epoch,False,True,1011,23312,1000,1000,Europe/Warsaw,True
PEKAO,2017-11-21,65018,time,ns_since_epoch,False,True,2779,65017,1000,1000,Europe/Warsaw,True
PEKAO,2017-11-22,37253,time,ns_since_epoch,False,True,1581,37252,1000,1000,Europe/Warsaw,True
PEKAO,2017-11-23,39179,time,ns_since_epoch,False,True,1925,39178,1000,1000,Europe/Warsaw,True
PEKAO,2017-11-24,32491,time,ns_since_epoch,False,True,1510,32490,1000,1000,Europe/Warsaw,True
PEKAO,2017-11-27,35310,time,ns_since_epoch,False,True,1753,35309,1000,1000,Europe/Warsaw,True
PEKAO,2017-11-28,39146,time,ns_since_epoch,False,True,1540,39145,1000,1000,Europe/Warsaw,True
PEKAO,2017-11-29,32295,time,ns_since_epoch,False,True,1423,32294,1000,1000,Europe/Warsaw,True
PEKAO,2017-11-30,33105,time,ns_since_epoch,False,True,1612,33104,1000,1000,Europe/Warsaw,True
PEKAO,2017-12-27,26704,time,ns_since_epoch,False,True,1140,26703,1000,1000,Europe/Warsaw,True
PEKAO,2017-12-28,28217,time,ns_since_epoch,False,True,1256,28216,1000,1000,Europe/Warsaw,True
PEKAO,2017-12-29,22370,time,ns_since_epoch,False,True,774,22369,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-04-03,59878,time,ns_since_epoch,False,True,1789,59877,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-04-04,61006,time,ns_since_epoch,False,True,1681,61005,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-04-05,50204,time,ns_since_epoch,False,True,1738,50203,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-04-06,73708,time,ns_since_epoch,False,True,1773,73707,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-04-07,68758,time,ns_since_epoch,False,True,1539,68757,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-04-10,59448,time,ns_since_epoch,False,True,1433,59447,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-04-11,60417,time,ns_since_epoch,False,True,1524,60416,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-04-12,58991,time,ns_since_epoch,False,True,1449,58990,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-04-13,47607,time,ns_since_epoch,False,True,1435,47606,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-04-18,33808,time,ns_since_epoch,False,True,1173,33807,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-04-19,35508,time,ns_since_epoch,False,True,1213,35507,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-04-20,37481,time,ns_since_epoch,False,True,1024,37480,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-04-21,30078,time,ns_since_epoch,False,True,779,30077,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-04-24,59633,time,ns_since_epoch,False,True,1608,59632,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-04-25,48611,time,ns_since_epoch,False,True,1448,48610,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-04-26,78777,time,ns_since_epoch,False,True,1984,78776,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-04-27,118879,time,ns_since_epoch,False,True,2105,118878,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-04-28,48641,time,ns_since_epoch,False,True,1155,48640,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-06-01,69689,time,ns_since_epoch,False,True,1741,69688,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-06-02,44697,time,ns_since_epoch,False,True,1351,44696,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-06-05,51863,time,ns_since_epoch,False,True,1485,51862,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-06-06,68224,time,ns_since_epoch,False,True,1682,68223,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-06-07,67847,time,ns_since_epoch,False,True,2346,67846,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-06-08,58713,time,ns_since_epoch,False,True,1728,58712,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-06-09,43607,time,ns_since_epoch,False,True,1246,43606,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-06-12,56036,time,ns_since_epoch,False,True,1958,56035,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-06-13,77250,time,ns_since_epoch,False,True,2322,77249,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-06-14,44987,time,ns_since_epoch,False,True,1306,44986,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-06-16,78900,time,ns_since_epoch,False,True,2565,78899,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-06-19,44821,time,ns_since_epoch,False,True,1410,44820,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-06-20,44022,time,ns_since_epoch,False,True,1419,44021,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-06-21,62913,time,ns_since_epoch,False,True,1510,62912,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-06-22,75023,time,ns_since_epoch,False,True,2374,75022,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-06-23,62237,time,ns_since_epoch,False,True,2538,62236,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-06-26,102947,time,ns_since_epoch,False,True,3763,102946,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-06-27,65258,time,ns_since_epoch,False,True,2236,65257,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-06-28,46419,time,ns_since_epoch,False,True,1334,46418,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-06-29,66069,time,ns_since_epoch,False,True,1949,66068,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-06-30,60051,time,ns_since_epoch,False,True,1694,60050,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-09-01,75507,time,ns_since_epoch,False,True,2627,75506,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-09-04,51345,time,ns_since_epoch,False,True,1262,51344,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-09-05,66000,time,ns_since_epoch,False,True,1840,65999,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-09-06,69474,time,ns_since_epoch,False,True,1608,69473,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-09-07,88137,time,ns_since_epoch,False,True,2371,88136,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-09-08,49604,time,ns_since_epoch,False,True,1299,49603,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-09-11,91860,time,ns_since_epoch,False,True,2489,91859,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-09-12,63182,time,ns_since_epoch,False,True,1648,63181,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-09-13,85033,time,ns_since_epoch,False,True,2357,85032,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-09-14,80507,time,ns_since_epoch,False,True,1739,80506,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-09-15,109270,time,ns_since_epoch,False,True,2680,109269,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-09-18,35205,time,ns_since_epoch,False,True,991,35204,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-09-19,60275,time,ns_since_epoch,False,True,1538,60274,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-09-20,33800,time,ns_since_epoch,False,True,1127,33799,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-09-21,77642,time,ns_since_epoch,False,True,2165,77641,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-09-22,76370,time,ns_since_epoch,False,True,2102,76369,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-09-25,35898,time,ns_since_epoch,False,True,1024,35897,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-09-26,63910,time,ns_since_epoch,False,True,1694,63909,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-09-27,44279,time,ns_since_epoch,False,True,1124,44278,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-09-28,66997,time,ns_since_epoch,False,True,1749,66996,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-09-29,29785,time,ns_since_epoch,False,True,1053,29784,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-11-02,99487,time,ns_since_epoch,False,True,2358,99486,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-11-03,57564,time,ns_since_epoch,False,True,1612,57563,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-11-06,78680,time,ns_since_epoch,False,True,2355,78679,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-11-07,78781,time,ns_since_epoch,False,True,2453,78780,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-11-08,56054,time,ns_since_epoch,False,True,1479,56053,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-11-09,78154,time,ns_since_epoch,False,True,2159,78153,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-11-10,57477,time,ns_since_epoch,False,True,1410,57476,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-11-13,63573,time,ns_since_epoch,False,True,1686,63572,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-11-14,57268,time,ns_since_epoch,False,True,1829,57267,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-11-15,53834,time,ns_since_epoch,False,True,1883,53833,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-11-16,93866,time,ns_since_epoch,False,True,3252,93865,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-11-17,60408,time,ns_since_epoch,False,True,2076,60407,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-11-20,55668,time,ns_since_epoch,False,True,2102,55667,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-11-21,51388,time,ns_since_epoch,False,True,1421,51387,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-11-22,54826,time,ns_since_epoch,False,True,1607,54825,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-11-23,42338,time,ns_since_epoch,False,True,1358,42337,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-11-24,50210,time,ns_since_epoch,False,True,1570,50209,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-11-27,65960,time,ns_since_epoch,False,True,2283,65959,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-11-28,94071,time,ns_since_epoch,False,True,2507,94070,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-11-29,90124,time,ns_since_epoch,False,True,2868,90123,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-11-30,104111,time,ns_since_epoch,False,True,3129,104110,1000,1000,Europe/Warsaw,True
PKNORLEN,2017-12-27,42842,time,ns_since_epoch,False,True,1233,42841,1000,1000,Europe/Warsaw,True
