symbol,day,role,source_rows,snapshot_rows,snapshot_bytes,feature_bytes,features_sha256,snapshots_sha256,config_hash
KGHM,2017-02-20,scientific_cache,43794,25719,383927,542678,5fd40e316ec160bfd7bcacb1b772c47e9ae83621f7adbf9e34a105f108c24f3e,dd56c4147f55a112c140b17a428844cc24eec10b36a15914aa51a987dd785977,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-02-21,scientific_cache,104628,65967,1041616,1368940,70f2c76ace35bc8ff42d80d712f5353da01febea40290adb31eda970f11fb9a0,3477b7f04a4edc1b9cfebe3d79fb414631c4a3335e8debd720f96b1b3ef04fc0,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-02-22,scientific_cache,91242,59012,933445,1316364,ea547c2ec080611e50da237eae099c0ae0a604f1e21bef68555ae5802538fa31,7eed58960a1ab3c10fb28c6d0b1310c154250b53574d359cbf3df1c6e9b4b2e8,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-02-23,scientific_cache,123132,82471,1263640,1621978,0cd1283cf3e8931e4fcc5cdaec86d2dd78ea00a98f09980122e02d68b2944280,21b5e3e97dfdb4b96387baabea710c4ab2d72fa48b1e568d5218c1cf70dedb27,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-02-24,scientific_cache,153275,100323,1509316,2015619,13cc24a590c101679d128f420c0fe5479199f99a92bd56078315a8530dabc409,4db4ced71c559f3620482d0392e451f6a7d560570fd92130cfdffa182d854ac0,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-02-27,scientific_cache,104305,67982,1203788,1463317,cb019d53046886f1edc59b0eac82e74ec069fa0db234444e8e10ff6d0b4b2e4f,46df845a7d995ac73ecaabadd4523abd70254dba9497b42c673688fc2fe0b6b9,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-02-28,scientific_cache,136015,81256,1329929,1613549,660bac0076dfe9fb419891980660a81377dc8656788195599d9cd6a186459b5a,94ea5ae48ae4a05b05f4090e11ceca469d5bbd7daf32ef7a3e9e0f5b3b1add1f,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-03-01,scientific_cache,96329,59226,900128,1154402,d573c830796a8bc50b5106198098310c3693c0b3d5b7e2525ab701339e57773e,b5fe8facd8944483caf3bcd724aad4b7160644b35b8ac10597014c9c47ad7d54,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-03-02,scientific_cache,85063,51604,888083,1101627,81f0c076925aae7c58690badce873015dbdb8a4796ea1e6e4d466e4ee0155090,14c0f2e37bf555d23476b1dd429be88bc0f4eb70a00688b716ab443f96eac7be,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-03-03,scientific_cache,93874,59627,1024685,1272561,029046d95586bd47fb0834205d070ab9c1929e7e399c258f62326da5704b663a,40301d16463e0bbd45d9b9641595aaacc6a99843d2f4bf90e3326f01082f62bb,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-03-06,scientific_cache,73321,40862,605180,785210,f0dbcf05f38f44d97464cd3de82c099127dcd4b149b569f173ac9042d2d58dd9,f50fda4adf4c785d8b75c6f9015b7c53e8ebc5e902095669325c5cbee5f41a38,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-03-07,scientific_cache,167819,114815,1870128,2539606,f6a478cb0842888d805e350dc88db9c777564225d6f8aa6b1e41821a8fe1d069,b069d38df617d4ccc78e05d65bd97e41b3c44efc32cb146cab845bf0732f3025,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-03-08,scientific_cache,95368,58293,854260,1106374,eba46f606a34696ff7c945034e5cb002ffcb8bc4562825408eb687c977fb73e7,4248f9272907fa62ca33f098abab58ea62eb537598878ae8374c71f4778d7a66,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-03-09,scientific_cache,120342,81497,1169944,1588890,c6bac7b1e71bce69f9f2f72251858a8a2745c103a9929be32568da43ada62ca8,e7783ea17b7db31b240c92bc23e76ae2fa5662aa2c6303bd2f268b9a4e72acb8,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-03-10,scientific_cache,103357,65573,1046761,1292488,6e985328463dac06b69acb4a395696e0be67d9c6c6e60d825b86658d1b1f5e0c,671855daabeb3b0fc6bd879462cc6215dd8902871c8ec790c098ba7f5aabeed7,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-03-13,scientific_cache,69698,35650,600099,808247,8f92056c0c78fd801ecca19bad43db9d65ca1eac3d82d00ba87bdbeac8e1f565,9af488d9b561404a402923c91692a12e359d4395593038cdc51b7a5dcaa53cc7,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-03-14,scientific_cache,147877,93710,1518104,1828201,f6cf0fcacf597c940c15ef7f72475c9e4ff030a573a4f289d4afc4120e1af8a5,23fc83861766d26c4e83e6b54176a938d3d790ec563760767b43a53d909a6d1a,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-03-15,scientific_cache,110772,70069,1275058,1553359,4b2796b8486a3dc2f63f8b2cd288861481f56596aa310be16b5f7dd5f7b5ef0d,faea2efd8a186813e41014aca93573d8736bb7de27aacfabe4dda89d0599831c,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-03-16,scientific_cache,88462,61137,855264,1131958,0086a6ee77b723a8ba3ed23824067efa96c64b09b0e824a94115c9ee5b16ef05,fa70a90010e70cd649f536664793e2b5e8f3e0ae005fa6a5b3696bd44584bb4e,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-03-17,scientific_cache,98188,64341,1064556,1373245,dde0814b36d1c1d173f267b0e0c19350ef089caebd8d51a9f16c0272e076a34e,6399b658a1adc70e835398071964a7691855acf372d1c5c26e35b2d0f2eb6b6e,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-03-20,scientific_cache,92901,65203,997945,1220925,2ab76297123c731f57da9a701cb6d356657d4a9ab1dba5c70e1e32530c4bd2b3,fa8cb90f2c4a2600163bbf853a2aa983a7acd93c22a81320a0738c43c005039b,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-03-21,scientific_cache,97404,59839,879519,1199282,ebb7803dbe2eea92f850f878e52099300c38529623c388307c7db7b75245f3ee,0d1db5cd76b4be704657a0793fcfdfa2c04cbd9caabe90cd65d7c6cff35bce42,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-03-22,scientific_cache,107982,69966,1106513,1328915,41c470f5cf195732f1fc755f27b9864a0a3cc65ba890a3382af187573f0a2246,4731682bf71fad065b742be548b3e2f0689d60257b06e6e48dc75a0b65048bc1,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-03-23,scientific_cache,126640,91665,1573467,1867244,6bdebe41245de042ea05a2531cae33f6f2802dd1a3879c72b6dbf5fca17871e9,4754d304c6811140b7136071e2634ceb3cedfd66019e7159e7c27c43e75b62eb,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-03-24,scientific_cache,84179,58779,890350,1124335,603dccea13187d01585e4fad20223da3303ceb476af147aca7d78b16455c1b2f,d6fb4bee3885183c2b85870d7246426714a13c542e0aa66a4dc9ca462d6d90d5,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-03-27,scientific_cache,81452,50904,907142,1184332,0f1d575d9a8cdec8b09e2330d24ae8bf7ba473a8695911736bf8f3d4c0208af8,c1ba9ae4fc2b87b71f68074254f94d691f3a52910c978253518a8e8ceba70e68,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-03-28,scientific_cache,61875,35583,613731,765340,330f2c8aa49483e3ef28d128bd0d4df11a3d440c530cc7ffc26fd9782cfb137f,0be74a6355207d910985dd8a2ecf0bfc88f1d55cb6dac5c5c31fdf167fe7c66f,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-03-29,scientific_cache,119479,82451,1333114,1691353,4df0202b2c9b9f8f4bba3ca2ffd2905e83225275f5b05ef485786dedb27d0683,475a4e0e4105a2ddbd0a2b2617c4fae2cde9f63515a3debb5e5a4a822d41b78b,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-03-30,scientific_cache,93924,66024,1055695,1304722,d9bc16bef1a8690a57e5fde6a0388e78027dd4368987a9b49eb8af36e31227a7,9fc172af3502ff9dcefeb6e9c803aefeb70b866008f8b83795498a5aa29662d9,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-03-31,scientific_cache,87288,45600,727760,938960,b3a4d7b0ccc27ad02b358ac2e88cb29db4b2d6ae1531c0368952335626db593b,099398a98ccd221e841bcbed32b2d9c5166c38be41711f8ddf8a45f690838c13,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-04-03,scientific_cache,73632,37241,574152,713861,47e2c9771be0e88986720fc7235c99a5d5db9fc7d293b8f978e37a16a6bf7cc5,2fda953a91f4e50e1b29d8a3c95963ce218d72ba4688c974b77bc65d2e2b12a3,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-04-04,scientific_cache,105902,64672,1102689,1376425,880515e0492623ac9da4ff78daa73452941fab3f6113beb23bfd082cfe301470,0997bafd11614a8ae5003caf993465dd4293788db229aa2b3441b009bbae727f,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-04-05,scientific_cache,120771,77421,1356197,1699943,5eda032333da3acb665476ac1217056d2a06859897d2e8a32b5bf552a5d294ff,5edec9307663c513562b59410259eb94ea66cb3c194447bf48796a67f5db6c9d,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-04-06,scientific_cache,95160,57676,828172,1126668,28faa201cbb644e981c14561e311530031b7e5e4fa90af744adb7433d3f4f513,a79eef8b392640551b634e7f79c469f4add8e5b452202747274d2c1b0b251460,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-04-07,scientific_cache,92539,58498,892247,1212693,7d8fc95bbf85ea77a92dfd2894857bbd55d1d9f259492c07c591d106932b3fa9,dfebf4a607178442cea1cea7b177953364a54ade2b0530ee085f10bfc05c3a88,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-04-10,scientific_cache,81298,53188,908422,1102431,d99a3f9c73150f9841453b25f55da63d70479e39c92c087349b8e715ba7ddddf,3ab84eff04eedba3a2baf3df92fe11820a41016d720901bcd48ff981dad16cfc,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-04-11,scientific_cache,105324,53858,808370,1037896,006f491b96f9331fb2c1ef4296b51e6413a74572372a9db83e94020eff78a9d1,136d58bf4099e49a3fb90d8e658fd19fc5fd08bda6990f806b66c21729218373,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-04-12,scientific_cache,95347,63069,1011255,1233107,64b71291bceeffe8e0e7bfb0341a678ca9043b639bbce56a0887109f1cfb01d9,4d545daf54755e586c2d57dfbd468f5ffaf9e0b3457a07531ac1961da57a331f,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-04-13,scientific_cache,94043,66701,1032068,1233584,df22587ce7c287096e44fbfad5e980e29756dcd8bae1bbc0a7f7692e64c94a8f,d5483a418551488304e5338e96ecba94d45d3cb97ee00c0dc3dd5d35ccc4beea,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-04-18,scientific_cache,99868,63934,1015637,1280146,f680826773d1606749e706eab74c69025f9d684614d84f44a4a21d69f3d2caaa,e4e77aacb13db6794382901b8b0763e5e70adec2baee5ab62d0f7043c87af328,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-04-19,scientific_cache,112150,78652,1210300,1544739,0d7e64d67e275c4dbad779d21151d034daaf700e835d31409405036974b549c6,591a1b10b3a63c3a067392b2c6d5533f0a429428a5f0a4031ac88a7999764713,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-04-20,scientific_cache,120683,88824,1433479,1760815,8248c447aaf313035e56920203b0c456a07dcfd9548daad65b51010aa43ca8b9,d2acc45f24ebe07a480c273878b5e44696e5e2d452b89d62a4d8acdfdacad276,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-04-21,scientific_cache,84707,56966,900511,1112418,05d5ba70c6a0cec21938193abf8c619121ff90fb02b3086a3d312be93f7a3558,b072e7baeddbd34cb2b7c68acb750460e3efce963415f109591639d342e67bb6,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-04-24,scientific_cache,52035,32479,497467,598083,bb2f38d6ed02c0e65563f22e429102730beb11aa53c52a0eee710cf75266952a,800ef4b01830104d48c1d73ea2168ae8866f1579e57b41d428614b2f2d3f6ffb,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-04-25,scientific_cache,83354,59184,999995,1204013,6c13bf3feda0fa01d5a5faebb1876b8a7019ba3098d0789f13ac68cf6040f784,eddc488a94aef590d36f57e75bf22544a113b5e9f5872a0bac8d812eb8bfdf83,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-04-26,scientific_cache,105014,72566,1299777,1622411,2353225092588630cc9a75198b6a5dac5c3063b6aaa56427ae4554c166fdc4e9,c2b635d6c51674c8673ed452677effd4b4d180433c0200186da6daf510d9b9bf,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-04-27,scientific_cache,97713,64903,1025670,1225719,2b2a1a90b2ad8115cf3be4aacadb3f1fe018aaf93c67f1d596047bfda790c4ce,7f4e7538b5e66e3361cddf5e213dcaa685650998941888571addd2f913d3f843,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-04-28,scientific_cache,70841,49522,852843,1023567,87dfbf4a9171ea9b3a5ab196a3de9dc3c9e0ee81f7d032dd87beba460326771a,6b69bb4fa128557b47335d12e4116d3f3fbe667167d83651b4860fc5a101255d,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-05-02,scientific_cache,44186,27237,426251,558938,7e54dece1fef6332c91b62ae59393bc3737a4c919ded9cf505b3770979f94ed3,a5fbe95efaa1a022e700ed37613ea20e7a1fe00b2fe75b950a1565bcdc9e697a,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-05-04,scientific_cache,126297,72122,1085323,1509796,02a37873b6f4d5fd35d513067664b584cca2bcfbe4a9c8e9c9de5143ff8ed08b,ff65c25695e8116ec3e7b9fb8a3267397b7d0b94fefb83e61430ad1925878f67,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
KGHM,2017-05-05,scientific_cache,149238,88495,1459915,1769890,c25cb174e8e2dfbef5196f549ab9e6246ac81e1ed1cbe85d45161756170b16f9,dbce227193f2dec1e2585b69e262d58605404c2a179abb34750605d37d29b406,2457a7f5f20dc552bbe9479d9c8769e38256c209ff699f00b2b4690287bc6cc7
